Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
636,190,4,60,10896,2,2,3,2,3,3,3,18,2,1,2,0,6,7,1914,1995,4,2,14,14,1,0,1,2,2,3,2,1,2,256,1,0,1184,1440,4,4,1,3,1440,1440,515,3395,0,0,2,0,8,2,1,14,7,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,3,2007,9,0,200000
637,30,7,51,6120,2,0,3,3,3,3,3,3,1,1,3,3,2,3,1936,1950,2,2,0,0,1,0,1,1,1,3,2,1,1,0,1,0,264,264,2,1,0,3,800,0,0,800,0,0,1,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,3,5,60000
638,190,7,50,6000,2,0,3,3,3,3,3,17,1,1,2,2,5,4,1954,1954,2,2,15,15,1,0,2,2,2,3,3,1,1,0,1,0,811,811,4,2,1,3,811,576,0,1387,0,0,2,0,3,2,3,7,7,0,0,3,1954,1,1,256,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2009,9,5,93000
639,30,5,67,8777,2,0,3,3,3,3,3,7,2,1,3,3,5,7,1910,1950,2,2,8,15,1,0,2,2,2,2,3,1,1,0,1,0,796,796,4,3,1,3,796,0,0,796,0,0,1,0,2,1,2,4,7,0,0,0,0,0,0,0,0,0,1,328,0,164,0,0,0,0,3,0,0,5,2008,9,5,85000
640,120,5,53,3982,2,0,3,3,3,3,3,0,1,1,4,3,8,5,2006,2006,4,2,14,14,1,0,3,2,3,4,4,3,6,1154,1,0,366,1520,4,4,1,2,1567,0,0,1567,1,0,2,0,1,1,4,7,7,1,4,5,2006,3,3,648,3,3,2,312,0,0,0,0,0,0,0,0,0,10,2006,6,1,264561
641,120,5,62,12677,2,0,2,3,3,3,3,15,1,1,4,3,8,5,2003,2004,4,2,8,8,3,472,4,2,3,5,3,4,6,1218,1,0,300,1518,4,4,1,2,1518,0,0,1518,0,0,1,1,1,1,4,6,7,1,4,5,2003,2,2,588,3,3,2,185,140,0,0,0,0,0,0,0,0,4,2008,9,5,274000
642,60,2,0,7050,2,0,3,3,3,3,3,21,1,1,3,4,7,5,2001,2001,2,2,14,14,1,0,3,2,3,4,3,1,6,738,1,0,319,1057,4,4,1,2,1057,872,0,1929,1,0,2,1,3,1,3,7,7,1,3,5,2001,3,2,650,3,3,2,0,235,0,0,0,0,0,0,0,0,5,2007,9,5,226000
643,80,5,75,13860,2,0,3,3,3,3,3,12,1,1,3,7,8,7,1972,1995,2,2,10,15,1,0,3,2,2,4,3,4,6,1410,1,0,542,1952,4,3,1,2,2000,704,0,2704,1,0,2,1,4,1,4,9,7,3,3,5,1972,3,2,538,3,3,2,269,111,0,0,0,0,0,3,0,0,7,2009,9,5,345000
644,60,5,80,10793,2,0,3,3,3,3,3,16,5,1,3,4,5,5,1969,1969,5,2,16,6,3,263,2,2,2,3,3,1,3,493,4,287,0,780,4,4,1,2,780,840,0,1620,0,0,2,1,4,1,2,7,6,0,0,5,1969,3,2,462,3,3,2,208,0,0,0,0,0,0,2,0,0,4,2007,9,5,152000
645,20,2,85,9187,2,0,3,3,3,3,3,21,1,1,3,3,9,5,2009,2009,2,2,5,5,5,162,4,2,3,5,3,2,6,1121,1,0,645,1766,4,4,1,2,1766,0,0,1766,1,0,2,1,2,1,4,7,7,1,4,5,2009,3,3,478,3,3,2,195,130,0,0,0,0,0,0,0,0,10,2009,6,1,370878
646,20,5,0,10530,2,0,2,3,3,2,3,12,1,1,3,3,6,5,1971,1971,4,2,10,10,1,0,2,2,2,3,3,1,5,282,2,35,664,981,4,2,1,2,981,0,0,981,1,0,1,1,3,1,2,5,7,0,0,1,1979,1,2,576,3,3,2,0,312,40,0,0,0,0,0,0,0,3,2007,9,5,143250
647,20,5,60,7200,2,0,3,3,3,3,3,12,1,1,3,3,5,5,1950,1950,4,2,8,8,1,0,2,2,2,0,0,0,0,0,0,0,0,0,4,3,1,2,1048,0,0,1048,0,0,1,0,3,1,2,7,6,0,0,1,1950,1,2,420,3,3,2,0,27,0,0,0,0,0,0,0,0,7,2008,9,5,98300
648,20,5,85,10452,2,0,2,3,3,3,3,7,1,1,3,3,6,5,1953,1953,4,2,15,15,5,216,2,2,2,3,3,2,3,500,1,0,594,1094,4,4,1,2,1094,0,0,1094,0,0,1,0,3,1,2,5,7,2,4,5,1953,2,2,495,3,3,2,0,0,0,0,287,0,0,0,0,0,6,2008,9,5,155000
649,60,5,70,7700,2,0,3,3,3,3,3,12,6,1,3,4,6,5,1966,1966,2,2,8,8,3,351,2,2,2,3,3,1,1,0,1,0,756,756,4,2,1,2,1051,788,0,1839,0,0,1,1,4,1,2,7,7,1,3,5,1966,1,2,442,3,3,2,0,124,216,0,0,0,0,0,0,0,6,2010,9,5,155000
650,180,7,21,1936,2,0,3,3,3,3,3,10,1,1,0,6,4,6,1970,1970,2,2,5,5,1,0,2,2,2,4,3,3,4,131,6,499,0,630,4,3,1,2,630,0,0,630,1,0,1,0,1,1,2,3,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,12,2007,9,5,84500
651,60,2,65,8125,2,0,3,3,3,3,3,21,1,1,3,4,7,6,2007,2007,2,2,5,5,0,0,3,2,3,4,3,1,1,0,1,0,813,813,4,4,1,2,822,843,0,1665,0,0,2,1,3,1,3,7,7,0,0,5,2007,2,2,562,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2008,9,5,205950
652,70,5,60,9084,2,0,3,3,3,3,3,7,3,1,3,4,4,5,1940,1950,2,2,8,8,1,0,2,2,2,3,3,2,1,0,1,0,755,755,4,2,1,2,755,755,0,1510,1,0,1,0,4,1,2,7,7,1,4,1,1940,1,1,296,2,1,1,120,0,0,0,0,0,0,3,0,0,10,2009,9,5,108000
653,60,5,70,8750,2,0,3,3,3,3,3,5,1,1,3,4,7,5,1996,1996,2,2,14,14,1,0,3,2,3,4,3,1,1,0,1,0,880,880,4,4,1,2,909,807,0,1716,0,0,2,1,2,1,3,7,7,1,3,5,1996,2,2,512,3,3,2,0,120,0,0,0,0,0,0,0,0,7,2009,9,5,191000
654,50,7,60,10320,2,1,3,3,3,3,3,9,1,1,3,2,6,7,1906,1995,2,2,8,8,1,0,2,2,2,3,3,1,1,0,1,0,756,756,4,4,1,2,756,713,0,1469,0,0,1,0,3,1,2,7,7,0,0,1,1906,1,1,216,3,3,2,57,0,239,0,0,0,0,3,0,0,6,2008,9,5,135000
655,20,5,91,10437,2,0,2,3,3,3,3,13,1,1,3,3,8,6,1995,1995,4,2,8,8,3,660,3,3,3,4,3,4,6,1696,1,0,413,2109,4,4,1,2,2113,0,0,2113,1,0,2,1,2,1,3,7,7,1,3,5,1995,3,3,839,3,3,2,236,46,0,0,0,0,0,0,0,0,8,2008,9,5,350000
656,160,7,21,1680,2,0,3,3,3,3,3,2,1,1,0,4,6,5,1971,1971,2,2,6,7,3,381,2,2,2,3,3,1,1,0,1,0,525,525,4,2,1,2,525,567,0,1092,0,0,1,1,3,1,2,6,7,0,0,1,1971,1,1,264,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2010,9,2,88000
657,20,5,72,10007,2,0,2,3,3,3,3,12,1,1,3,3,5,7,1959,2006,2,2,6,6,3,54,3,2,2,3,3,1,5,806,1,0,247,1053,4,4,1,2,1053,0,0,1053,1,0,1,1,3,1,3,5,7,0,0,5,1959,2,1,312,3,3,2,0,0,0,0,0,0,0,3,0,0,8,2008,9,5,145500
658,70,5,60,7200,2,0,3,1,3,3,2,6,1,1,3,4,7,6,1931,2000,2,2,13,16,1,0,2,1,1,4,3,1,1,0,1,0,776,776,4,2,1,2,851,651,0,1502,0,0,1,1,3,1,2,6,7,1,4,5,1931,2,1,270,3,3,1,0,0,112,0,0,0,0,3,0,0,2,2008,9,5,149000
659,50,5,78,17503,2,0,3,3,3,3,3,12,3,1,3,2,6,5,1948,1950,2,2,14,14,1,0,2,2,2,3,3,1,1,0,1,0,912,912,4,2,1,2,912,546,0,1458,0,1,1,0,3,1,2,6,7,1,4,5,1948,1,1,330,3,3,2,192,0,0,0,0,0,0,0,0,0,1,2010,9,0,97500
660,20,5,75,9937,2,0,3,3,3,2,3,7,1,1,3,3,5,7,1964,1999,4,2,8,8,1,0,2,3,3,3,3,1,4,637,1,0,849,1486,4,4,1,2,1486,0,0,1486,1,0,1,0,3,1,2,7,7,0,0,1,1968,3,2,480,3,3,2,0,0,0,0,0,0,0,3,0,0,3,2009,9,5,167000
661,60,5,0,12384,2,0,3,3,3,1,3,16,1,1,3,4,7,7,1976,1976,2,2,10,10,3,233,2,2,2,4,3,1,1,0,1,0,793,793,4,2,1,2,1142,793,0,1935,0,0,2,1,3,1,2,7,7,1,3,5,1976,2,2,550,3,3,2,0,113,252,0,0,0,0,0,0,0,11,2007,9,5,197900
662,60,5,52,46589,2,0,1,3,3,1,3,13,1,1,3,4,8,7,1994,2005,4,2,14,14,3,528,3,2,3,4,4,1,6,1361,3,180,88,1629,4,4,1,2,1686,762,0,2448,1,0,2,1,4,1,3,8,7,1,3,5,1994,2,3,711,3,3,2,517,76,0,0,0,0,0,0,0,0,7,2009,9,5,402000
663,20,5,120,13560,2,0,3,3,3,2,3,12,1,1,3,3,6,3,1968,1968,4,2,15,15,3,216,2,2,2,2,2,1,1,0,1,0,1392,1392,4,3,1,2,1392,0,0,1392,1,0,1,0,2,1,2,5,2,2,3,5,1968,2,2,576,3,3,2,0,0,240,0,0,0,0,0,0,0,7,2009,9,5,110000
664,85,5,90,10012,2,0,3,3,3,3,3,7,1,1,3,6,4,5,1972,1972,2,2,10,10,1,0,2,2,2,4,3,3,4,920,3,180,38,1138,4,2,1,2,1181,0,0,1181,1,0,2,0,3,1,2,6,7,0,0,1,1974,2,2,588,3,3,2,0,0,180,0,0,0,0,3,0,0,4,2008,9,5,137500
665,20,5,49,20896,2,0,1,3,3,1,3,21,5,1,3,3,8,5,2005,2006,2,2,14,14,1,0,3,2,3,5,3,2,6,1721,1,0,356,2077,4,4,1,2,2097,0,0,2097,1,0,1,1,1,1,4,8,7,1,5,5,2005,3,3,1134,3,3,2,192,267,0,0,0,0,0,0,0,0,1,2006,6,1,423000
666,60,5,106,11194,2,0,2,3,3,2,3,8,1,1,3,4,8,5,2000,2000,2,2,14,14,3,40,3,2,3,4,3,1,1,0,1,0,1406,1406,4,4,1,2,1454,482,0,1936,0,0,2,1,3,1,3,7,7,1,3,5,2000,2,2,504,3,3,2,188,124,0,0,0,0,0,0,0,0,11,2006,9,5,230500
667,60,5,0,18450,2,0,2,3,3,3,3,12,1,1,3,4,6,5,1965,1979,3,6,10,10,4,113,2,3,2,4,3,1,2,187,3,723,111,1021,4,2,1,2,1465,915,0,2380,0,0,2,1,3,1,2,7,1,1,1,2,1965,1,2,596,3,3,2,0,265,0,0,0,0,0,0,0,0,8,2007,9,0,129000
668,20,5,65,8125,2,0,3,3,3,3,3,20,1,1,3,3,6,5,1994,1998,2,2,6,6,3,258,2,2,3,4,3,1,6,1138,1,0,270,1408,4,4,1,2,1679,0,0,1679,1,0,2,0,3,1,3,7,7,1,2,5,1994,2,2,575,3,3,2,224,42,0,0,0,0,0,0,0,0,10,2008,9,5,193500
669,20,5,0,14175,2,0,3,2,3,2,2,19,1,1,3,3,5,6,1956,1987,2,2,5,15,1,0,2,2,2,3,3,1,3,988,1,0,200,1188,4,3,1,2,1437,0,0,1437,1,0,1,1,3,1,2,6,5,1,3,1,1999,1,2,576,3,3,2,304,0,0,0,0,0,0,0,0,0,11,2006,9,5,168000
670,30,5,80,11600,2,0,3,3,3,3,3,6,1,1,3,3,4,5,1922,1950,2,2,8,8,1,0,2,2,1,2,3,1,1,0,1,0,700,700,4,4,1,2,1180,0,0,1180,0,0,1,0,2,1,1,5,7,1,4,1,1922,1,1,252,3,2,2,0,0,67,0,0,0,0,0,0,0,7,2006,9,5,137500
671,60,5,64,8633,2,0,3,3,3,4,3,5,1,1,3,4,6,5,2005,2005,2,2,14,14,1,0,3,2,3,4,3,1,6,193,1,0,545,738,4,4,1,2,738,738,0,1476,1,0,2,1,3,1,3,7,7,0,0,5,2005,3,2,540,3,3,2,100,35,0,0,0,0,0,0,0,0,2,2009,9,5,173500
672,70,4,54,6629,2,0,3,3,3,3,3,7,3,1,3,4,6,6,1925,1950,1,2,15,15,1,0,2,3,1,3,3,1,4,551,1,0,121,672,4,2,0,2,697,672,0,1369,1,0,2,0,3,1,2,6,7,0,0,1,1930,1,1,300,3,3,2,147,0,0,0,0,0,0,0,0,0,7,2009,9,5,103600
673,20,5,0,11250,2,0,2,3,3,3,3,24,1,1,3,3,6,6,1977,1977,2,2,10,10,1,0,3,2,2,4,3,1,5,767,1,0,441,1208,4,2,1,2,1208,0,0,1208,1,0,1,1,3,1,2,6,7,1,3,5,1977,2,2,546,3,3,2,198,42,0,0,0,0,0,0,0,0,6,2006,9,5,165000
674,20,5,110,14442,2,0,3,3,3,3,3,6,1,1,3,3,6,7,1957,2004,4,2,5,5,3,106,2,2,3,3,3,1,6,1186,1,0,291,1477,4,4,1,2,1839,0,0,1839,1,0,2,0,3,1,3,7,7,2,3,5,1957,3,2,416,3,3,2,0,87,0,0,200,0,0,0,0,0,6,2007,9,5,257500
675,20,5,80,9200,2,0,3,3,3,3,3,12,1,1,3,3,6,6,1965,1965,2,2,6,6,1,0,2,2,2,3,3,1,3,892,1,0,244,1136,4,2,1,2,1136,0,0,1136,1,0,1,0,3,1,2,5,7,1,4,5,1965,2,1,384,3,3,2,426,0,0,0,0,0,0,0,0,0,7,2008,9,5,140000
676,160,5,24,2289,2,0,3,3,3,3,3,14,1,1,0,4,6,6,1978,1978,2,2,10,2,1,0,2,2,2,3,3,1,5,311,1,0,544,855,4,2,1,2,855,586,0,1441,0,0,2,1,3,1,2,7,7,1,3,5,1978,1,2,440,3,3,2,28,0,0,0,0,0,0,0,0,0,4,2009,9,5,148500
677,70,7,60,9600,2,1,3,3,3,3,3,17,1,1,3,4,4,2,1900,1950,2,2,0,13,1,0,2,2,1,3,2,1,1,0,1,0,1095,1095,3,1,0,2,1095,679,0,1774,1,0,2,0,4,2,2,8,5,0,0,6,1920,1,3,779,2,2,0,0,0,90,0,0,0,0,0,0,0,5,2006,9,5,87000
678,30,5,52,9022,2,0,3,3,3,3,3,17,1,1,3,3,5,8,1924,2006,2,2,14,14,1,0,3,2,1,3,3,1,1,0,1,0,768,768,4,4,1,2,792,0,0,792,0,0,1,0,2,1,3,5,7,0,0,1,1924,1,1,240,2,2,0,316,0,120,0,0,0,0,0,0,0,5,2009,9,5,109500
679,20,5,80,11844,2,0,2,3,3,3,3,22,1,1,3,3,8,5,2008,2008,4,2,14,14,5,464,3,2,3,5,3,2,1,0,1,0,2046,2046,4,4,1,2,2046,0,0,2046,0,0,2,1,3,1,3,7,7,1,4,5,2008,3,3,834,3,3,2,322,82,0,0,0,0,0,0,0,0,7,2009,6,1,372500
680,20,5,0,9945,2,0,2,3,3,3,3,19,1,1,3,3,5,5,1961,1961,4,2,15,15,3,57,2,2,2,3,3,1,3,827,1,0,161,988,4,2,1,2,988,0,0,988,1,0,1,0,3,1,2,5,7,0,0,1,1963,1,2,572,3,3,2,0,0,0,0,0,0,0,0,0,0,10,2007,9,5,128500
681,120,5,50,8012,2,0,3,3,3,3,3,20,1,1,4,3,6,5,1980,1980,2,2,10,10,1,0,2,2,2,4,3,1,4,543,4,119,261,923,4,2,1,2,923,0,0,923,0,0,2,0,2,1,2,5,7,1,3,5,1980,2,1,264,3,3,2,80,0,0,0,0,0,0,0,0,0,5,2010,9,5,143000
682,50,4,55,4500,2,2,1,2,3,3,3,18,1,1,3,2,5,5,1932,2000,2,2,14,13,1,0,2,2,1,3,3,1,3,182,1,0,611,793,4,4,1,2,848,672,0,1520,0,0,1,0,3,1,2,6,7,0,0,1,1968,1,1,281,3,3,2,0,0,56,0,0,0,0,0,0,0,7,2009,9,0,159434
683,120,5,0,2887,2,0,3,1,3,3,3,4,1,1,3,3,6,5,1996,1997,2,2,15,15,1,0,2,2,3,4,3,2,6,1003,1,0,288,1291,4,4,1,2,1291,0,0,1291,1,0,1,0,2,1,3,6,7,1,4,5,1996,1,2,431,3,3,2,307,0,0,0,0,0,0,0,0,0,11,2008,9,5,173000
684,20,5,90,11248,2,0,2,3,3,2,3,5,1,1,3,3,9,5,2002,2002,4,2,14,14,5,215,3,2,3,4,3,3,6,1059,1,0,567,1626,4,4,1,2,1668,0,0,1668,1,0,2,0,3,1,3,7,7,1,3,5,2002,3,3,702,3,3,2,257,45,0,0,0,0,0,0,0,0,7,2007,9,5,285000
685,60,5,58,16770,2,0,1,3,3,1,3,13,1,1,3,4,7,5,1998,1998,2,2,14,14,3,30,3,2,3,4,3,1,1,0,1,0,1195,1195,4,3,1,2,1195,644,0,1839,0,0,2,1,4,1,2,7,7,0,0,5,1998,3,2,486,3,3,2,0,81,0,0,0,0,0,0,0,0,6,2010,9,5,221000
686,160,5,0,5062,2,0,2,3,3,1,3,22,1,1,4,4,7,5,1984,1984,2,2,6,6,1,0,3,2,2,4,3,2,6,828,2,182,180,1190,4,3,1,2,1190,900,0,2090,1,0,2,0,3,1,3,6,6,1,3,5,1984,3,2,577,3,3,2,219,0,0,0,0,0,0,0,0,0,9,2007,9,5,207500
687,60,2,84,10207,2,0,3,3,3,3,3,21,1,1,3,4,7,6,2007,2007,2,2,14,14,1,0,3,2,3,4,3,1,1,0,1,0,874,874,4,4,1,2,874,887,0,1761,0,0,3,0,3,1,3,7,7,0,0,5,2007,3,2,578,3,3,2,144,105,0,0,0,0,0,0,0,0,8,2007,6,1,227875
688,160,2,0,5105,2,0,1,3,3,4,3,21,1,1,4,4,7,5,2004,2004,2,2,8,8,1,0,3,2,3,4,3,1,6,239,1,0,312,551,4,4,1,2,551,551,0,1102,0,0,2,1,2,1,3,4,7,0,0,1,2004,1,2,480,3,3,2,0,60,0,0,0,0,0,0,0,0,3,2007,9,5,148800
689,20,5,60,8089,2,0,3,1,3,3,3,22,1,1,3,3,8,6,2007,2007,2,2,8,8,3,0,3,2,3,4,3,3,6,945,1,0,474,1419,4,4,1,2,1419,0,0,1419,1,0,2,0,2,1,3,7,7,1,4,5,2007,2,2,567,3,3,2,140,0,0,0,0,0,0,0,0,0,10,2007,6,1,392000
690,120,5,61,7577,2,0,2,3,3,2,3,15,1,1,4,3,6,5,2005,2006,2,2,14,14,5,256,3,2,3,4,3,3,5,20,1,0,1342,1362,4,4,1,2,1362,0,0,1362,0,0,2,0,2,1,3,6,7,1,4,5,2005,2,2,460,3,3,2,192,28,0,0,0,0,0,0,0,0,6,2007,9,5,194700
691,120,7,0,4426,2,0,3,3,3,3,3,5,1,1,4,3,6,5,2004,2004,2,2,14,14,3,147,3,2,3,4,3,4,6,697,1,0,151,848,4,4,1,2,848,0,0,848,1,0,1,0,1,1,3,3,7,1,3,5,2004,2,2,420,3,3,2,149,0,0,0,0,0,0,0,0,0,5,2008,9,5,141000
692,60,5,104,21535,2,0,2,3,3,2,3,13,1,1,3,4,10,6,1994,1995,2,8,6,6,3,1170,4,2,3,5,3,4,6,1455,1,0,989,2444,4,4,1,2,2444,1872,0,4316,0,1,3,1,4,1,4,10,7,2,5,5,1994,3,3,832,3,3,2,382,50,0,0,0,0,0,0,0,0,1,2007,9,5,755000
693,60,5,42,26178,2,0,2,3,3,3,2,23,1,1,3,4,7,5,1989,1990,4,2,8,8,3,293,3,2,3,4,3,4,6,965,1,0,245,1210,4,4,1,2,1238,1281,0,2519,1,0,2,1,4,1,3,9,7,2,4,5,1989,2,2,628,3,3,2,320,27,0,0,0,0,0,0,0,0,4,2006,9,5,335000
694,30,5,60,5400,2,0,3,3,3,2,1,17,1,1,3,3,5,6,1921,1968,2,2,8,8,1,0,2,2,1,3,3,1,1,0,1,0,1073,1073,4,4,1,2,1073,0,0,1073,0,0,1,0,2,1,2,4,7,0,0,1,1968,1,1,326,3,3,2,0,0,112,0,0,0,0,0,0,0,12,2006,9,0,108480
695,50,7,51,6120,2,0,3,3,3,2,3,3,1,1,3,2,5,6,1936,1950,2,2,15,15,1,0,2,1,1,3,3,1,1,0,1,0,927,927,4,2,1,2,1067,472,0,1539,0,0,1,1,3,1,2,5,7,0,0,1,1995,1,2,576,3,3,2,112,0,0,0,0,0,0,3,0,0,4,2009,9,5,141500
696,20,5,54,13811,2,0,2,3,3,3,3,23,1,1,3,3,6,6,1987,1987,2,2,6,6,3,72,2,2,2,4,4,1,6,980,2,40,92,1112,4,3,1,2,1137,0,0,1137,1,0,2,0,2,1,3,5,7,1,3,5,1987,1,2,551,3,3,2,125,0,0,0,0,0,0,0,0,0,7,2006,9,5,176000
697,30,7,50,6000,2,0,3,3,3,3,3,3,1,1,3,3,5,7,1921,1950,2,2,15,16,1,0,2,2,2,3,3,1,2,616,1,0,0,616,4,3,1,2,616,0,0,616,0,0,1,0,2,1,2,4,7,0,0,1,1921,1,1,205,3,3,2,0,0,129,0,0,0,0,0,0,0,6,2006,9,5,89000
698,20,5,57,6420,2,0,2,3,3,3,3,7,1,1,3,3,5,7,1952,1952,2,2,15,15,1,0,2,2,3,5,4,2,2,210,5,551,219,980,4,1,1,3,1148,0,0,1148,0,1,1,0,2,1,2,6,7,0,0,1,1952,1,1,308,3,3,2,0,0,0,0,0,0,0,0,0,0,9,2006,9,5,123500
699,20,5,65,8450,2,0,3,3,3,3,3,19,9,1,3,3,5,8,1965,2009,2,2,8,8,1,0,2,3,2,3,3,1,6,553,4,117,224,894,4,4,1,2,894,0,0,894,1,0,1,0,3,1,2,5,7,1,4,1,1973,1,1,336,3,3,2,416,144,0,0,0,0,0,3,0,0,4,2010,9,5,138500
700,120,2,59,4282,2,2,1,3,3,3,3,21,1,1,4,3,7,5,2004,2004,2,2,8,8,1,0,3,2,3,4,3,2,6,16,1,0,1375,1391,4,4,1,2,1391,0,0,1391,0,0,2,0,2,1,3,5,7,0,0,5,2004,2,2,530,3,3,2,156,158,0,0,0,0,0,0,0,0,7,2008,9,5,196000
701,20,5,85,14331,2,0,3,3,3,3,3,23,1,1,3,3,8,5,2002,2002,4,2,14,14,3,630,3,2,3,5,3,4,6,1274,1,0,526,1800,4,4,1,2,1800,0,0,1800,1,0,2,0,3,1,3,7,7,1,4,5,2002,3,3,765,3,3,2,270,78,0,0,0,0,0,0,0,0,5,2006,9,5,312500
702,20,5,80,9600,2,0,3,3,3,3,3,16,1,1,3,3,7,5,1969,1969,4,2,6,6,3,168,2,2,2,3,3,1,1,0,1,0,1164,1164,4,2,1,2,1164,0,0,1164,0,0,1,1,3,1,2,6,7,0,0,5,1969,1,2,528,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2006,5,5,140000
703,60,5,82,12438,2,0,2,3,3,3,3,22,1,1,3,4,8,5,2006,2006,4,2,14,14,3,466,4,2,3,5,4,1,1,0,1,0,1234,1234,4,4,1,2,1264,1312,0,2576,0,0,2,1,4,1,4,10,7,1,4,3,2006,3,3,666,3,3,2,324,100,0,0,0,0,0,0,0,0,7,2006,6,1,361919
704,190,7,76,7630,2,0,3,3,3,3,3,17,2,1,2,4,5,9,1900,1996,2,2,15,15,1,0,2,3,1,4,3,1,1,0,1,0,360,360,4,3,1,2,1032,780,0,1812,0,0,2,0,4,2,3,8,7,1,1,1,1999,1,2,672,3,3,0,344,0,40,0,0,0,0,3,0,0,5,2010,9,5,140000
705,20,5,70,8400,2,0,3,3,3,3,3,5,1,1,3,3,7,5,2004,2005,2,2,14,14,3,109,3,2,3,4,3,3,6,712,1,0,761,1473,4,4,1,2,1484,0,0,1484,1,0,2,0,3,1,3,7,7,0,0,5,2004,2,2,606,3,3,2,0,35,0,144,0,0,0,0,0,0,5,2010,9,5,213000
706,190,7,70,5600,2,0,3,3,3,3,3,9,1,1,2,4,4,5,1930,1950,4,2,14,16,1,0,1,1,4,0,0,0,0,0,0,0,0,0,4,1,0,2,372,720,0,1092,0,0,2,0,3,2,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3500,7,2010,9,5,55000
707,20,5,0,115149,2,0,1,0,3,1,1,4,1,1,3,3,7,5,1971,2002,2,2,10,10,5,351,2,2,2,4,3,4,6,1219,1,0,424,1643,4,2,1,2,1824,0,0,1824,1,0,2,0,2,1,3,5,7,2,3,5,1971,1,2,739,3,3,2,380,48,0,0,0,0,0,0,0,0,6,2007,9,5,302000
708,120,5,48,6240,2,0,3,3,3,3,3,15,1,1,4,3,8,5,2006,2006,4,2,8,8,3,176,3,2,3,4,3,1,6,863,1,0,461,1324,4,4,1,2,1324,0,0,1324,1,0,2,0,2,1,3,6,7,1,4,5,2006,3,2,550,3,3,2,192,38,0,0,0,0,0,0,0,0,12,2009,9,5,254000
709,60,5,65,9018,2,0,2,3,3,3,3,8,1,1,3,4,7,5,2007,2007,4,2,14,14,1,0,3,2,3,4,3,3,1,0,1,0,728,728,4,4,1,2,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,4,5,2007,3,2,400,3,3,2,100,24,0,0,0,0,0,0,0,0,7,2007,6,1,179540
710,20,5,0,7162,2,0,2,3,3,3,3,19,1,1,3,3,5,7,1966,1966,2,2,6,6,4,41,2,2,3,3,3,1,1,0,1,0,876,876,4,2,1,2,904,0,0,904,0,0,1,0,3,1,2,6,7,0,0,5,1966,1,1,408,3,3,2,0,0,0,0,0,0,0,3,0,0,12,2008,9,0,109900
711,30,5,56,4130,2,0,2,3,3,3,3,3,1,1,3,3,3,6,1935,2003,2,2,14,14,1,0,3,2,2,3,3,1,1,0,1,0,270,270,4,3,1,2,729,0,0,729,0,0,1,0,2,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2008,9,5,52000
712,50,1,66,8712,2,2,3,1,3,3,2,9,1,1,3,2,4,7,1900,1950,2,2,8,8,1,0,2,2,0,3,3,2,1,0,1,0,859,859,4,3,1,2,859,319,0,1178,0,0,1,0,2,1,2,7,7,0,0,1,1964,2,1,384,3,3,0,68,0,98,0,0,0,0,0,0,0,1,2010,9,0,102776
713,120,5,40,4671,2,0,2,1,3,3,3,22,1,1,4,3,8,5,1988,1989,2,2,6,6,1,0,3,2,3,4,3,2,6,767,1,0,461,1228,4,3,1,2,1228,0,0,1228,1,0,2,0,2,1,3,5,7,1,4,5,1988,3,2,472,3,3,2,168,120,0,0,0,0,0,0,0,0,10,2008,9,5,189000
